iter,acc,nmi,ari,f1_macro,f1_micro,precision_macro,precision_micro,acc_unconf,nmi_unconf,acc_conf,nmi_conf,nb_unconf,nb_conf,loss_recons,loss_clus,loss,nb_l,nb_f_l,nb_t_l,nb_added_link_unconf_unconf,nb_false_added_link_unconf_unconf,nb_true_added_link_unconf_unconf,nb_deleted_link_unconf_unconf,nb_false_deleted_link_unconf_unconf,nb_true_deleted_link_unconf_unconf
42,0.5588972431077694,0.3071957677999216,0.24650623619911596,0.5380898744582249,0.5588972431077694,0.5858192500053765,0.5588972431077694,0.5619834710743802,0.30591431108653583,0.5277777777777778,0.30327000113859465,363,36,2.6417305,50.721474,53.363205,0,0,0,0,0,0,0,0,0
43,0.5338345864661654,0.290452749138142,0.23195789490858604,0.5032252591674554,0.5338345864661654,0.5430043750634745,0.5338345864661654,0.5426997245179064,0.2883923091855351,0.5277777777777778,0.3359795304716983,363,36,2.5996284,50.323265,52.922894,0,0,0,0,0,0,0,0,0
44,0.531328320802005,0.2903364472717108,0.22584539445343252,0.5120901064985808,0.531328320802005,0.5412914321450907,0.531328320802005,0.5426997245179064,0.29327190309863865,0.4444444444444444,0.255882324774769,363,36,2.6386428,50.20473,52.843372,0,0,0,0,0,0,0,0,0
45,0.49373433583959897,0.28056810801577886,0.20768863062237058,0.46498934563044114,0.49373433583959897,0.49306128830519075,0.49373433583959897,0.4986225895316804,0.27989246684381647,0.5,0.25762233915499855,363,36,2.608104,49.928047,52.53615,0,0,0,0,0,0,0,0,0
46,0.5137844611528822,0.280763482399567,0.2201055870012086,0.48147160546393464,0.5137844611528822,0.5101981351981352,0.5137844611528822,0.5231607629427792,0.30162137963635943,0.4375,0.18950869435825193,367,32,2.6120863,50.923332,53.53542,0,0,0,0,0,0,0,0,0
47,0.5463659147869674,0.28923904987383303,0.23780309649987338,0.5252141189004941,0.5463659147869674,0.5580114138992314,0.5463659147869674,0.553133514986376,0.30372283258918614,0.46875,0.33594430738569325,367,32,2.6181707,50.158043,52.776215,0,0,0,0,0,0,0,0,0
48,0.5087719298245614,0.2924762913585766,0.22899797215429443,0.47694004078469465,0.5087719298245614,0.4952115927822419,0.5087719298245614,0.5095367847411444,0.3085419910060126,0.5,0.2504072100192433,367,32,2.5803723,51.242836,53.823208,0,0,0,0,0,0,0,0,0
49,0.49373433583959897,0.25802754520428317,0.1959794357349,0.47194878315843547,0.49373433583959897,0.4973032801850048,0.49373433583959897,0.5040871934604905,0.28129033759672817,0.40625,0.10243927501736695,367,32,2.6201937,51.091377,53.71157,0,0,0,0,0,0,0,0,0
50,0.5162907268170426,0.2837995415334079,0.21791859646231915,0.4872562476893186,0.5162907268170426,0.5139280843394768,0.5162907268170426,0.5149863760217984,0.29087856870767764,0.53125,0.34901675866892196,367,32,2.570757,51.0761,53.64686,0,0,0,0,0,0,0,0,0
51,0.5263157894736842,0.2850942705824966,0.23109296297998674,0.49622351332877646,0.5263157894736842,0.519034114239214,0.5263157894736842,0.5258855585831063,0.29489733758543074,0.53125,0.25759585441081473,367,32,2.587452,51.104507,53.69196,0,0,0,0,0,0,0,0,0
